snapshot,fine_JJ,fine_divJ2,fine_curlJ2,fine_JdotDivJ,fine_J4,fine_stateSq,coarse_JJ,coarse_divJ2,coarse_curlJ2,coarse_JdotDivJ,coarse_J4,coarse_stateSq
0,0.0687959,0.000233799,0.00727385,-0.000103506,0.00529614,0.000244141,1.03548,0.000966211,0.0406481,-0.00024941,1.1236,0.00195312
1,0.0742304,0.000234364,0.00734358,-0.000105022,0.00606282,0.000244141,1.11923,0.00105309,0.0367407,-0.000366745,1.29355,0.00195312
2,0.080779,0.000228549,0.00702914,-0.000105701,0.00713828,0.000244141,1.22692,0.00106961,0.0357111,-0.000334284,1.55429,0.00195312
3,0.0864488,0.000247605,0.00723573,-0.000112108,0.00817891,0.000244141,1.31738,0.00112079,0.0405815,-0.000333362,1.7941,0.00195312
4,0.0919903,0.000231727,0.00714757,-9.95466e-05,0.00915733,0.000244141,1.40397,0.00101839,0.0335891,-0.000167416,2.02067,0.00195312
5,0.0967453,0.000231973,0.00735622,-9.34584e-05,0.010122,0.000244141,1.48051,0.00105684,0.0397211,-0.000225196,2.25123,0.00195312
6,0.0999417,0.00023705,0.00704561,-0.000113131,0.0108284,0.000244141,1.53387,0.00101782,0.0387092,-0.000372263,2.42774,0.00195312
7,0.104327,0.000232372,0.00710837,-0.000110513,0.0116866,0.000244141,1.60398,0.00107402,0.0382305,-0.000476586,2.63698,0.00195312
8,0.108036,0.000230726,0.00719713,-0.000109629,0.0125845,0.000244141,1.66129,0.000984001,0.0392524,-0.000422637,2.84053,0.00195312
9,0.111651,0.000238521,0.00734548,-0.000110848,0.0134099,0.000244141,1.71862,0.00105426,0.0398522,-0.000421059,3.03617,0.00195312
10,0.116379,0.000235651,0.00721582,-0.000109763,0.0144832,0.000244141,1.79382,0.00107195,0.0352661,-0.000396916,3.29164,0.00195312
11,0.122812,0.000243204,0.00745154,-0.000115965,0.0161964,0.000244141,1.89639,0.00100254,0.0409026,-0.000408545,3.70299,0.00195312
12,0.127266,0.000229038,0.00721699,-0.000112529,0.017243,0.000244141,1.96955,0.000960046,0.0371827,-0.000318461,3.95808,0.00195312
13,0.131484,0.000233976,0.00724439,-0.000110729,0.0184032,0.000244141,2.03671,0.00109893,0.0375148,-0.000351173,4.24432,0.00195312
14,0.136315,0.000234009,0.00718476,-0.00011,0.0197971,0.000244141,2.11349,0.00100469,0.0383745,-0.000328361,4.57382,0.00195312
15,0.139131,0.000232842,0.00727988,-0.000111028,0.0204974,0.000244141,2.1575,0.000990086,0.0361094,-0.000343413,4.73878,0.00195312
16,0.141338,0.000231423,0.00703762,-0.00010876,0.0211802,0.000244141,2.19442,0.00102756,0.0359146,-0.000231113,4.91377,0.00195312
17,0.145815,0.000230141,0.00734914,-0.000111285,0.0224702,0.000244141,2.26476,0.000994433,0.0380679,-0.000228783,5.22161,0.00195312
